run_name,iou,precision,recall,mAP50,mAP50_95,best_f1
m:FRCNN_e:100_b:8_d:split-1(3)+interval-5+distance-(0-200),0.6901460517593441,0.2199913643739224,0.6734963643929303,0.7574224466839716,0.2568365330300081,0.7131857504016152
m:FRCNN_e:100_b:8_d:split-2(3)+interval-5+distance-(0-200),0.6523325058264137,0.1444204463434959,0.6629213478764564,0.502928854137136,0.1478598181279393,0.527732405750415
m:FRCNN_e:100_b:8_d:split-3(3)+interval-5+distance-(0-200),0.6469602533274355,0.0988782716993038,0.7865168534127449,0.3899590515697733,0.1368134786060637,0.4231161315000387
m:YOLO11n_e:100_b:8_d:split-1(3)+interval-5+distance-(0-200),0.857669184356827,0.9712643659554324,0.3350958358657661,0.9977020913072994,0.7089280696553385,0.9872917776538108
m:YOLO11n_e:100_b:8_d:split-2(3)+interval-5+distance-(0-200),0.8700541514637272,0.948012230966342,0.4097818900133629,0.9936133151583458,0.690013243389014,0.9733119022402008
m:YOLO11n_e:100_b:8_d:split-3(3)+interval-5+distance-(0-200),0.8001099859411175,0.9237749537896778,0.6728354258606507,0.9649634240410816,0.6494056699652915,0.9603768592758024
m:YOLO11n_e:100_b:8_d:split-1(3)+interval-5+distance-(0-200),0.857669184356827,0.9712643659554324,0.3350958358657661,0.9927027798033964,0.572554447107785,0.9950669120479312
m:YOLO11n_e:100_b:8_d:split-2(3)+interval-5+distance-(0-200),0.8700541514637272,0.948012230966342,0.4097818900133629,0.9844110256257772,0.5643069859680527,0.98888838895087
m:YOLO11n_e:100_b:8_d:split-3(3)+interval-5+distance-(0-200),0.8001099859411175,0.9237749537896778,0.6728354258606507,0.9592177445984073,0.5783438731080174,0.9729898540627663
